timestamp,device_id,data_type,data_value,numeric_value
2025-06-17 07:01:20,Son_240,Particulate Matter 10 Micrometers (pm10),588,588.0
2025-06-17 07:01:21,Son_240,Ozone Concentration (o3),0.067,0.067
2025-06-17 07:01:22,Son_240,Nitrogen Dioxide Concentration (no2),387,387.0
2025-06-17 07:01:23,Son_240,Sulfur Dioxide Concentration (so2),992,992.0
2025-06-17 07:01:24,Son_240,Carbon Monoxide Concentration (co),20.73,20.73
2025-06-17 07:01:25,Son_240,Water Quality Index,232,232.0
2025-06-17 07:01:26,Son_240,Water pH Level,8.17,8.17
2025-06-17 07:01:27,Son_240,Water Turbidity,49.3,49.3
2025-06-17 07:01:28,Son_240,Contamination Level,298,298.0
2025-06-17 07:01:29,Call_915,Temperature (°C),23.9,23.9
2025-06-17 07:01:31,Call_915,Humidity (%),43,43.0
2025-06-17 07:01:32,Call_915,Air Quality Index (AQI),70,70.0
2025-06-17 07:01:33,Call_915,Soil Moisture (%),27,27.0
2025-06-17 07:01:34,Call_915,Particulate Matter 2.5 Micrometers (pm2.5),381,381.0
2025-06-17 07:01:35,Call_915,Particulate Matter 10 Micrometers (pm10),466,466.0
2025-06-17 07:01:36,Call_915,Ozone Concentration (o3),0.135,0.135
2025-06-17 07:01:37,Call_915,Nitrogen Dioxide Concentration (no2),450,450.0
2025-06-17 07:01:38,Call_915,Sulfur Dioxide Concentration (so2),764,764.0
2025-06-17 07:01:39,Call_915,Carbon Monoxide Concentration (co),44.04,44.04
2025-06-17 07:01:40,Call_915,Water Quality Index,131,131.0
2025-06-17 07:01:42,Call_915,Water pH Level,9.2,9.2
2025-06-17 07:01:43,Call_915,Water Turbidity,31.0,31.0
2025-06-17 07:01:44,Call_915,Contamination Level,41,41.0
2025-06-17 07:01:45,Mrs_899,Temperature (°C),31.9,31.9
2025-06-17 07:01:46,Mrs_899,Humidity (%),70,70.0
2025-06-17 07:01:47,Mrs_899,Air Quality Index (AQI),124,124.0
2025-06-17 07:01:48,Mrs_899,Soil Moisture (%),28,28.0
2025-06-17 07:01:49,Mrs_899,Particulate Matter 2.5 Micrometers (pm2.5),94,94.0
2025-06-17 07:01:50,Mrs_899,Particulate Matter 10 Micrometers (pm10),141,141.0
2025-06-17 07:01:52,Mrs_899,Ozone Concentration (o3),0.086,0.086
2025-06-17 07:01:53,Mrs_899,Nitrogen Dioxide Concentration (no2),285,285.0
2025-06-17 07:01:54,Mrs_899,Sulfur Dioxide Concentration (so2),622,622.0
2025-06-17 07:01:55,Mrs_899,Carbon Monoxide Concentration (co),19.45,19.45
2025-06-17 07:01:56,Mrs_899,Water Quality Index,332,332.0
2025-06-17 07:01:57,Mrs_899,Water pH Level,7.82,7.82
2025-06-17 07:01:58,Mrs_899,Water Turbidity,80.5,80.5
2025-06-17 07:01:59,Mrs_899,Contamination Level,464,464.0
2025-06-17 07:02:00,Wall_251,Temperature (°C),21.4,21.4
2025-06-17 07:02:01,Wall_251,Humidity (%),70,70.0
2025-06-17 07:02:02,Wall_251,Air Quality Index (AQI),89,89.0
2025-06-17 07:02:04,Wall_251,Soil Moisture (%),23,23.0
2025-06-17 07:02:05,Wall_251,Particulate Matter 2.5 Micrometers (pm2.5),445,445.0
2025-06-17 07:02:06,Wall_251,Particulate Matter 10 Micrometers (pm10),67,67.0
2025-06-17 07:02:07,Wall_251,Ozone Concentration (o3),0.283,0.283
2025-06-17 07:02:08,Wall_251,Nitrogen Dioxide Concentration (no2),2036,2036.0
2025-06-17 07:02:09,Wall_251,Sulfur Dioxide Concentration (so2),335,335.0
2025-06-17 07:02:10,Wall_251,Carbon Monoxide Concentration (co),14.94,14.94
2025-06-17 07:02:11,Wall_251,Water Quality Index,90,90.0
2025-06-17 07:02:12,Wall_251,Water pH Level,4.15,4.15
2025-06-17 07:02:14,Wall_251,Water Turbidity,62.6,62.6
2025-06-17 07:02:15,Wall_251,Contamination Level,130,130.0
2025-06-17 07:02:16,Four_991,Temperature (°C),31.7,31.7
2025-06-17 07:02:17,Four_991,Humidity (%),77,77.0
2025-06-17 07:02:18,Four_991,Air Quality Index (AQI),95,95.0
2025-06-17 07:02:19,Four_991,Soil Moisture (%),26,26.0
2025-06-17 07:02:20,Four_991,Particulate Matter 2.5 Micrometers (pm2.5),278,278.0
2025-06-17 07:02:21,Four_991,Particulate Matter 10 Micrometers (pm10),256,256.0
2025-06-17 07:02:22,Four_991,Ozone Concentration (o3),0.078,0.078
2025-06-17 07:02:23,Four_991,Nitrogen Dioxide Concentration (no2),1791,1791.0
2025-06-17 07:02:25,Four_991,Sulfur Dioxide Concentration (so2),961,961.0
2025-06-17 07:02:26,Four_991,Carbon Monoxide Concentration (co),45.11,45.11
2025-06-17 07:02:27,Four_991,Water Quality Index,239,239.0
2025-06-17 07:02:28,Four_991,Water pH Level,4.44,4.44
2025-06-17 07:02:29,Four_991,Water Turbidity,28.0,28.0
2025-06-17 07:02:30,Four_991,Contamination Level,148,148.0
2025-06-17 07:02:31,Society_595,Temperature (°C),25.6,25.6
2025-06-17 07:02:32,Society_595,Humidity (%),41,41.0
2025-06-17 07:02:33,Society_595,Air Quality Index (AQI),150,150.0
2025-06-17 07:02:34,Society_595,Soil Moisture (%),28,28.0
2025-06-17 07:02:35,Society_595,Particulate Matter 2.5 Micrometers (pm2.5),138,138.0
2025-06-17 07:02:37,Society_595,Particulate Matter 10 Micrometers (pm10),73,73.0
2025-06-17 07:02:38,Society_595,Ozone Concentration (o3),0.245,0.245
2025-06-17 07:02:39,Society_595,Nitrogen Dioxide Concentration (no2),659,659.0
2025-06-17 07:02:40,Society_595,Sulfur Dioxide Concentration (so2),963,963.0
2025-06-17 07:02:41,Society_595,Carbon Monoxide Concentration (co),12.21,12.21
2025-06-17 07:02:42,Society_595,Water Quality Index,203,203.0
2025-06-17 07:02:43,Society_595,Water pH Level,4.67,4.67
2025-06-17 07:02:44,Society_595,Water Turbidity,98.8,98.8
2025-06-17 07:02:45,Society_595,Contamination Level,101,101.0
2025-06-17 07:02:47,Quite_856,Temperature (°C),26.9,26.9
2025-06-17 07:02:48,Quite_856,Humidity (%),80,80.0
2025-06-17 07:02:49,Quite_856,Air Quality Index (AQI),130,130.0
2025-06-17 07:02:50,Quite_856,Soil Moisture (%),19,19.0
2025-06-17 07:02:51,Quite_856,Particulate Matter 2.5 Micrometers (pm2.5),380,380.0
2025-06-17 07:02:52,Quite_856,Particulate Matter 10 Micrometers (pm10),94,94.0
2025-06-17 07:02:53,Quite_856,Ozone Concentration (o3),0.295,0.295
2025-06-17 07:02:54,Quite_856,Nitrogen Dioxide Concentration (no2),1882,1882.0
2025-06-17 07:02:55,Quite_856,Sulfur Dioxide Concentration (so2),227,227.0
2025-06-17 07:02:56,Quite_856,Carbon Monoxide Concentration (co),32.02,32.02
2025-06-17 07:02:58,Quite_856,Water Quality Index,167,167.0
2025-06-17 07:02:59,Quite_856,Water pH Level,7.88,7.88
2025-06-17 07:03:00,Quite_856,Water Turbidity,18.1,18.1
2025-06-17 07:03:01,Quite_856,Contamination Level,495,495.0
2025-06-17 07:03:02,Role_454,Temperature (°C),27.4,27.4
2025-06-17 07:03:03,Role_454,Humidity (%),72,72.0
2025-06-17 07:03:04,Role_454,Air Quality Index (AQI),93,93.0
2025-06-17 07:03:05,Role_454,Soil Moisture (%),15,15.0
2025-06-17 07:03:06,Role_454,Particulate Matter 2.5 Micrometers (pm2.5),212,212.0
2025-06-17 07:03:07,Role_454,Particulate Matter 10 Micrometers (pm10),288,288.0
2025-06-17 07:03:09,Role_454,Ozone Concentration (o3),0.254,0.254
2025-06-17 07:03:10,Role_454,Nitrogen Dioxide Concentration (no2),453,453.0
2025-06-17 07:03:11,Role_454,Sulfur Dioxide Concentration (so2),1003,1003.0
2025-06-17 07:03:12,Role_454,Carbon Monoxide Concentration (co),29.6,29.6
2025-06-17 07:03:13,Role_454,Water Quality Index,279,279.0
2025-06-17 07:03:14,Role_454,Water pH Level,7.11,7.11
2025-06-17 07:03:15,Role_454,Water Turbidity,90.2,90.2
2025-06-17 07:03:16,Role_454,Contamination Level,479,479.0
2025-06-17 07:03:17,National_397,Temperature (°C),21.7,21.7
2025-06-17 07:03:18,National_397,Humidity (%),41,41.0
2025-06-17 07:03:20,National_397,Air Quality Index (AQI),89,89.0
2025-06-17 07:03:21,National_397,Soil Moisture (%),28,28.0
2025-06-17 07:03:22,National_397,Particulate Matter 2.5 Micrometers (pm2.5),451,451.0
2025-06-17 07:03:23,National_397,Particulate Matter 10 Micrometers (pm10),587,587.0
2025-06-17 07:03:24,National_397,Ozone Concentration (o3),0.018,0.018
2025-06-17 07:03:25,National_397,Nitrogen Dioxide Concentration (no2),569,569.0
2025-06-17 07:03:26,National_397,Sulfur Dioxide Concentration (so2),971,971.0
2025-06-17 07:03:27,National_397,Carbon Monoxide Concentration (co),33.61,33.61
2025-06-17 07:03:28,National_397,Water Quality Index,203,203.0
2025-06-17 07:03:29,National_397,Water pH Level,8.24,8.24
2025-06-17 07:03:31,National_397,Water Turbidity,27.1,27.1
2025-06-17 07:03:32,National_397,Contamination Level,18,18.0
2025-06-17 07:03:33,Reach_149,Temperature (°C),33.5,33.5
2025-06-17 07:03:34,Reach_149,Humidity (%),76,76.0
2025-06-17 07:03:35,Reach_149,Air Quality Index (AQI),186,186.0
2025-06-17 07:03:36,Reach_149,Soil Moisture (%),16,16.0
2025-06-17 07:03:37,Reach_149,Particulate Matter 2.5 Micrometers (pm2.5),336,336.0
2025-06-17 07:03:38,Reach_149,Particulate Matter 10 Micrometers (pm10),240,240.0
2025-06-17 07:03:39,Reach_149,Ozone Concentration (o3),0.051,0.051
2025-06-17 07:03:40,Reach_149,Nitrogen Dioxide Concentration (no2),1074,1074.0
2025-06-17 07:03:41,Reach_149,Sulfur Dioxide Concentration (so2),669,669.0
2025-06-17 07:03:43,Reach_149,Carbon Monoxide Concentration (co),20.18,20.18
2025-06-17 07:03:44,Reach_149,Water Quality Index,67,67.0
2025-06-17 07:03:45,Reach_149,Water pH Level,4.13,4.13
2025-06-17 07:03:46,Reach_149,Water Turbidity,49.1,49.1
2025-06-17 07:03:47,Reach_149,Contamination Level,377,377.0
2025-06-17 07:03:48,Great_855,Temperature (°C),33.3,33.3
2025-06-17 07:03:49,Great_855,Humidity (%),73,73.0
2025-06-17 07:03:50,Great_855,Air Quality Index (AQI),76,76.0
2025-06-17 07:03:51,Great_855,Soil Moisture (%),23,23.0
2025-06-17 07:03:52,Great_855,Particulate Matter 2.5 Micrometers (pm2.5),177,177.0
2025-06-17 07:03:54,Great_855,Particulate Matter 10 Micrometers (pm10),539,539.0
2025-06-17 07:03:55,Great_855,Ozone Concentration (o3),0.161,0.161
2025-06-17 07:03:56,Great_855,Nitrogen Dioxide Concentration (no2),884,884.0
2025-06-17 07:03:57,Great_855,Sulfur Dioxide Concentration (so2),794,794.0
2025-06-17 07:03:58,Great_855,Carbon Monoxide Concentration (co),13.87,13.87
2025-06-17 07:03:59,Great_855,Water Quality Index,292,292.0
2025-06-17 07:04:00,Great_855,Water pH Level,6.18,6.18
2025-06-17 07:04:01,Great_855,Water Turbidity,42.3,42.3
2025-06-17 07:04:02,Great_855,Contamination Level,209,209.0
2025-06-17 07:04:03,Particularly_213,Temperature (°C),22.1,22.1
2025-06-17 07:04:04,Particularly_213,Humidity (%),71,71.0
2025-06-17 07:04:06,Particularly_213,Air Quality Index (AQI),114,114.0
2025-06-17 07:04:07,Particularly_213,Soil Moisture (%),18,18.0
2025-06-17 07:04:08,Particularly_213,Particulate Matter 2.5 Micrometers (pm2.5),256,256.0
2025-06-17 07:04:09,Particularly_213,Particulate Matter 10 Micrometers (pm10),340,340.0
2025-06-17 07:04:10,Particularly_213,Ozone Concentration (o3),0.009,0.009
2025-06-17 07:04:11,Particularly_213,Nitrogen Dioxide Concentration (no2),381,381.0
2025-06-17 07:04:12,Particularly_213,Sulfur Dioxide Concentration (so2),142,142.0
2025-06-17 07:04:13,Particularly_213,Carbon Monoxide Concentration (co),20.5,20.5
2025-06-17 07:04:14,Particularly_213,Water Quality Index,78,78.0
2025-06-17 07:04:15,Particularly_213,Water pH Level,6.0,6.0
2025-06-17 07:04:16,Particularly_213,Water Turbidity,3.9,3.9
2025-06-17 07:04:17,Particularly_213,Contamination Level,100,100.0
2025-06-17 07:04:19,Relationship_324,Temperature (°C),22.5,22.5
2025-06-17 07:04:20,Relationship_324,Humidity (%),56,56.0
2025-06-17 07:04:21,Relationship_324,Air Quality Index (AQI),182,182.0
2025-06-17 07:04:22,Relationship_324,Soil Moisture (%),20,20.0
2025-06-17 07:04:23,Relationship_324,Particulate Matter 2.5 Micrometers (pm2.5),127,127.0
2025-06-17 07:04:24,Relationship_324,Particulate Matter 10 Micrometers (pm10),22,22.0
2025-06-17 07:04:25,Relationship_324,Ozone Concentration (o3),0.006,0.006
2025-06-17 07:04:26,Relationship_324,Nitrogen Dioxide Concentration (no2),1778,1778.0
2025-06-17 07:04:27,Relationship_324,Sulfur Dioxide Concentration (so2),111,111.0
2025-06-17 07:04:28,Relationship_324,Carbon Monoxide Concentration (co),37.58,37.58
2025-06-17 07:04:30,Relationship_324,Water Quality Index,298,298.0
2025-06-17 07:04:31,Relationship_324,Water pH Level,9.22,9.22
2025-06-17 07:04:32,Relationship_324,Water Turbidity,14.1,14.1
2025-06-17 07:04:33,Relationship_324,Contamination Level,376,376.0
2025-06-17 07:04:34,System_394,Temperature (°C),20.6,20.6
2025-06-17 07:04:35,System_394,Humidity (%),53,53.0
2025-06-17 07:04:36,System_394,Air Quality Index (AQI),145,145.0
2025-06-17 07:04:37,System_394,Soil Moisture (%),18,18.0
2025-06-17 07:04:38,System_394,Particulate Matter 2.5 Micrometers (pm2.5),134,134.0
2025-06-17 07:04:39,System_394,Particulate Matter 10 Micrometers (pm10),259,259.0
2025-06-17 07:04:41,System_394,Ozone Concentration (o3),0.086,0.086
2025-06-17 07:04:42,System_394,Nitrogen Dioxide Concentration (no2),926,926.0
2025-06-17 07:04:43,System_394,Sulfur Dioxide Concentration (so2),648,648.0
2025-06-17 07:04:44,System_394,Carbon Monoxide Concentration (co),9.21,9.21
2025-06-17 07:04:45,System_394,Water Quality Index,153,153.0
2025-06-17 07:04:46,System_394,Water pH Level,4.09,4.09
2025-06-17 07:04:47,System_394,Water Turbidity,45.5,45.5
2025-06-17 07:04:48,System_394,Contamination Level,1,1.0
2025-06-17 07:04:49,Property_665,Temperature (°C),33.8,33.8
2025-06-17 07:04:50,Property_665,Humidity (%),79,79.0
2025-06-17 07:04:52,Property_665,Air Quality Index (AQI),108,108.0
2025-06-17 07:04:53,Property_665,Soil Moisture (%),17,17.0
2025-06-17 07:04:54,Property_665,Particulate Matter 2.5 Micrometers (pm2.5),81,81.0
2025-06-17 07:04:55,Property_665,Particulate Matter 10 Micrometers (pm10),547,547.0
2025-06-17 07:04:56,Property_665,Ozone Concentration (o3),0.285,0.285
2025-06-17 07:04:57,Property_665,Nitrogen Dioxide Concentration (no2),666,666.0
2025-06-17 07:04:58,Property_665,Sulfur Dioxide Concentration (so2),565,565.0
2025-06-17 07:04:59,Property_665,Carbon Monoxide Concentration (co),46.31,46.31
2025-06-17 07:05:00,Property_665,Water Quality Index,328,328.0
2025-06-17 07:05:01,Property_665,Water pH Level,7.02,7.02
2025-06-17 07:05:03,Property_665,Water Turbidity,40.1,40.1
2025-06-17 07:05:04,Property_665,Contamination Level,218,218.0
2025-06-17 07:05:05,Design_507,Temperature (°C),30.7,30.7
2025-06-17 07:05:06,Design_507,Humidity (%),52,52.0
2025-06-17 07:05:07,Design_507,Air Quality Index (AQI),104,104.0
2025-06-17 07:05:08,Design_507,Soil Moisture (%),16,16.0
2025-06-17 07:05:09,Design_507,Particulate Matter 2.5 Micrometers (pm2.5),445,445.0
2025-06-17 07:05:10,Design_507,Particulate Matter 10 Micrometers (pm10),133,133.0
2025-06-17 07:05:11,Design_507,Ozone Concentration (o3),0.168,0.168
2025-06-17 07:05:13,Design_507,Nitrogen Dioxide Concentration (no2),1967,1967.0
2025-06-17 07:05:14,Design_507,Sulfur Dioxide Concentration (so2),965,965.0
2025-06-17 07:05:15,Design_507,Carbon Monoxide Concentration (co),43.44,43.44
2025-06-17 07:05:16,Design_507,Water Quality Index,273,273.0
2025-06-17 07:05:17,Design_507,Water pH Level,6.87,6.87
2025-06-17 07:05:18,Design_507,Water Turbidity,90.8,90.8
2025-06-17 07:05:19,Design_507,Contamination Level,424,424.0
2025-06-17 07:05:20,Skill_116,Temperature (°C),30.2,30.2
2025-06-17 07:05:21,Skill_116,Humidity (%),75,75.0
2025-06-17 07:05:22,Skill_116,Air Quality Index (AQI),63,63.0
2025-06-17 07:05:23,Skill_116,Soil Moisture (%),17,17.0
2025-06-17 07:05:25,Skill_116,Particulate Matter 2.5 Micrometers (pm2.5),386,386.0
2025-06-17 07:05:26,Skill_116,Particulate Matter 10 Micrometers (pm10),540,540.0
2025-06-17 07:05:27,Skill_116,Ozone Concentration (o3),0.286,0.286
2025-06-17 07:05:28,Skill_116,Nitrogen Dioxide Concentration (no2),287,287.0
2025-06-17 07:05:29,Skill_116,Sulfur Dioxide Concentration (so2),690,690.0
2025-06-17 07:05:30,Skill_116,Carbon Monoxide Concentration (co),10.23,10.23
2025-06-17 07:05:31,Skill_116,Water Quality Index,80,80.0
2025-06-17 07:05:32,Skill_116,Water pH Level,7.22,7.22
2025-06-17 07:05:33,Skill_116,Water Turbidity,91.5,91.5
2025-06-17 07:05:34,Skill_116,Contamination Level,139,139.0
2025-06-17 07:05:35,Blue_845,Temperature (°C),27.2,27.2
2025-06-17 07:05:37,Blue_845,Humidity (%),71,71.0
2025-06-17 07:05:38,Blue_845,Air Quality Index (AQI),89,89.0
2025-06-17 07:05:39,Blue_845,Soil Moisture (%),18,18.0
2025-06-17 07:05:40,Blue_845,Particulate Matter 2.5 Micrometers (pm2.5),35,35.0
2025-06-17 07:05:41,Blue_845,Particulate Matter 10 Micrometers (pm10),532,532.0
2025-06-17 07:05:42,Blue_845,Ozone Concentration (o3),0.219,0.219
2025-06-17 07:05:43,Blue_845,Nitrogen Dioxide Concentration (no2),357,357.0
2025-06-17 07:05:44,Blue_845,Sulfur Dioxide Concentration (so2),520,520.0
2025-06-17 07:05:45,Blue_845,Carbon Monoxide Concentration (co),10.29,10.29
2025-06-17 07:05:46,Blue_845,Water Quality Index,342,342.0
2025-06-17 07:05:48,Blue_845,Water pH Level,6.38,6.38
2025-06-17 07:05:49,Blue_845,Water Turbidity,47.6,47.6
2025-06-17 07:05:50,Blue_845,Contamination Level,186,186.0
2025-06-17 07:05:51,Kind_410,Temperature (°C),29.9,29.9
2025-06-17 07:05:52,Kind_410,Humidity (%),41,41.0
2025-06-17 07:05:53,Kind_410,Air Quality Index (AQI),106,106.0
2025-06-17 07:05:54,Kind_410,Soil Moisture (%),27,27.0
2025-06-17 07:05:55,Kind_410,Particulate Matter 2.5 Micrometers (pm2.5),476,476.0
2025-06-17 07:05:56,Kind_410,Particulate Matter 10 Micrometers (pm10),408,408.0
2025-06-17 07:05:57,Kind_410,Ozone Concentration (o3),0.222,0.222
2025-06-17 07:05:59,Kind_410,Nitrogen Dioxide Concentration (no2),935,935.0
2025-06-17 07:06:00,Kind_410,Sulfur Dioxide Concentration (so2),68,68.0
2025-06-17 07:06:01,Kind_410,Carbon Monoxide Concentration (co),38.37,38.37
2025-06-17 07:06:02,Kind_410,Water Quality Index,64,64.0
2025-06-17 07:06:03,Kind_410,Water pH Level,4.96,4.96
2025-06-17 07:06:04,Kind_410,Water Turbidity,59.0,59.0
2025-06-17 07:06:05,Kind_410,Contamination Level,193,193.0
2025-06-17 07:06:06,Place_394,Temperature (°C),28.5,28.5
2025-06-17 07:06:07,Place_394,Humidity (%),78,78.0
2025-06-17 07:06:09,Place_394,Air Quality Index (AQI),69,69.0
2025-06-17 07:06:10,Place_394,Soil Moisture (%),30,30.0
2025-06-17 07:06:11,Place_394,Particulate Matter 2.5 Micrometers (pm2.5),108,108.0
2025-06-17 07:06:12,Place_394,Particulate Matter 10 Micrometers (pm10),273,273.0
2025-06-17 07:06:13,Place_394,Ozone Concentration (o3),0.193,0.193
2025-06-17 07:06:14,Place_394,Nitrogen Dioxide Concentration (no2),1698,1698.0
2025-06-17 07:06:15,Place_394,Sulfur Dioxide Concentration (so2),136,136.0
2025-06-17 07:06:16,Place_394,Carbon Monoxide Concentration (co),25.09,25.09
2025-06-17 07:06:18,Place_394,Water Quality Index,44,44.0
2025-06-17 07:06:19,Place_394,Water pH Level,8.01,8.01
2025-06-17 07:06:20,Place_394,Water Turbidity,67.9,67.9
2025-06-17 07:06:21,Place_394,Contamination Level,128,128.0
2025-06-17 07:06:22,Later_492,Temperature (°C),22.3,22.3
2025-06-17 07:06:23,Later_492,Humidity (%),63,63.0
2025-06-17 07:06:24,Later_492,Air Quality Index (AQI),126,126.0
2025-06-17 07:06:25,Later_492,Soil Moisture (%),21,21.0
2025-06-17 07:06:26,Later_492,Particulate Matter 2.5 Micrometers (pm2.5),7,7.0
2025-06-17 07:06:28,Later_492,Particulate Matter 10 Micrometers (pm10),252,252.0
2025-06-17 07:06:29,Later_492,Ozone Concentration (o3),0.037,0.037
2025-06-17 07:06:30,Later_492,Nitrogen Dioxide Concentration (no2),1631,1631.0
2025-06-17 07:06:31,Later_492,Sulfur Dioxide Concentration (so2),778,778.0
2025-06-17 07:06:32,Later_492,Carbon Monoxide Concentration (co),21.95,21.95
2025-06-17 07:06:33,Later_492,Water Quality Index,77,77.0
2025-06-17 07:06:34,Later_492,Water pH Level,8.52,8.52
2025-06-17 07:06:35,Later_492,Water Turbidity,6.3,6.3
2025-06-17 07:06:37,Later_492,Contamination Level,242,242.0
2025-06-17 07:06:38,Perform_531,Temperature (°C),32.7,32.7
2025-06-17 07:06:39,Perform_531,Humidity (%),73,73.0
2025-06-17 07:06:40,Perform_531,Air Quality Index (AQI),64,64.0
2025-06-17 07:06:41,Perform_531,Soil Moisture (%),19,19.0
2025-06-17 07:06:42,Perform_531,Particulate Matter 2.5 Micrometers (pm2.5),85,85.0
2025-06-17 07:06:43,Perform_531,Particulate Matter 10 Micrometers (pm10),297,297.0
2025-06-17 07:06:44,Perform_531,Ozone Concentration (o3),0.045,0.045
2025-06-17 07:06:45,Perform_531,Nitrogen Dioxide Concentration (no2),879,879.0
2025-06-17 07:06:46,Perform_531,Sulfur Dioxide Concentration (so2),656,656.0
2025-06-17 07:06:48,Perform_531,Carbon Monoxide Concentration (co),32.99,32.99
2025-06-17 07:06:49,Perform_531,Water Quality Index,308,308.0
2025-06-17 07:06:50,Perform_531,Water pH Level,7.65,7.65
2025-06-17 07:06:51,Perform_531,Water Turbidity,84.6,84.6
2025-06-17 07:06:52,Perform_531,Contamination Level,473,473.0
2025-06-17 07:06:53,Blue_425,Temperature (°C),26.8,26.8
2025-06-17 07:06:54,Blue_425,Humidity (%),58,58.0
2025-06-17 07:06:55,Blue_425,Air Quality Index (AQI),193,193.0
2025-06-17 07:06:56,Blue_425,Soil Moisture (%),20,20.0
2025-06-17 07:06:58,Blue_425,Particulate Matter 2.5 Micrometers (pm2.5),61,61.0
2025-06-17 07:06:59,Blue_425,Particulate Matter 10 Micrometers (pm10),238,238.0
2025-06-17 07:07:00,Blue_425,Ozone Concentration (o3),0.158,0.158
2025-06-17 07:07:01,Blue_425,Nitrogen Dioxide Concentration (no2),756,756.0
2025-06-17 07:07:02,Blue_425,Sulfur Dioxide Concentration (so2),523,523.0
2025-06-17 07:07:03,Blue_425,Carbon Monoxide Concentration (co),20.97,20.97
2025-06-17 07:07:04,Blue_425,Water Quality Index,200,200.0
2025-06-17 07:07:05,Blue_425,Water pH Level,8.71,8.71
2025-06-17 07:07:06,Blue_425,Water Turbidity,91.5,91.5
2025-06-17 07:07:08,Blue_425,Contamination Level,438,438.0
2025-06-17 07:07:09,Catch_189,Temperature (°C),23.0,23.0
2025-06-17 07:07:10,Catch_189,Humidity (%),71,71.0
2025-06-17 07:07:11,Catch_189,Air Quality Index (AQI),91,91.0
2025-06-17 07:07:12,Catch_189,Soil Moisture (%),19,19.0
2025-06-17 07:07:13,Catch_189,Particulate Matter 2.5 Micrometers (pm2.5),216,216.0
2025-06-17 07:07:14,Catch_189,Particulate Matter 10 Micrometers (pm10),431,431.0
2025-06-17 07:07:15,Catch_189,Ozone Concentration (o3),0.173,0.173
2025-06-17 07:07:16,Catch_189,Nitrogen Dioxide Concentration (no2),1285,1285.0
2025-06-17 07:07:17,Catch_189,Sulfur Dioxide Concentration (so2),617,617.0
2025-06-17 07:07:19,Catch_189,Carbon Monoxide Concentration (co),14.52,14.52
2025-06-17 07:07:20,Catch_189,Water Quality Index,98,98.0
2025-06-17 07:07:21,Catch_189,Water pH Level,6.36,6.36
2025-06-17 07:07:22,Catch_189,Water Turbidity,69.2,69.2
2025-06-17 07:07:23,Catch_189,Contamination Level,81,81.0
